,date,HR_NAME,SWDI
506,1999-12-31,North Coast,0.9666666666666668
507,2000-01-31,North Coast,0.9
508,2000-02-29,North Coast,0.9666666666666668
509,2000-03-31,North Coast,1.0
510,2000-04-30,North Coast,0.9
511,2000-05-31,North Coast,1.0
512,2000-06-30,North Coast,1.0
513,2000-07-31,North Coast,0.9333333333333336
514,2000-08-31,North Coast,0.8666666666666667
515,2000-09-30,North Coast,0.8
516,2000-10-31,North Coast,0.8
517,2000-11-30,North Coast,0.8
518,2000-12-31,North Coast,0.7333333333333334
519,2001-01-31,North Coast,0.6
520,2001-02-28,North Coast,0.5
521,2001-03-31,North Coast,0.4333333333333333
522,2001-04-30,North Coast,0.4666666666666667
523,2001-05-31,North Coast,0.5
524,2001-06-30,North Coast,0.5333333333333333
525,2001-07-31,North Coast,0.5
526,2001-08-31,North Coast,0.5
527,2001-09-30,North Coast,0.4333333333333333
528,2001-10-31,North Coast,0.4
529,2001-11-30,North Coast,0.3666666666666667
530,2001-12-31,North Coast,0.4666666666666667
531,2002-01-31,North Coast,0.4666666666666667
532,2002-02-28,North Coast,0.4666666666666667
533,2002-03-31,North Coast,0.4
534,2002-04-30,North Coast,0.3666666666666667
535,2002-05-31,North Coast,0.5333333333333333
536,2002-06-30,North Coast,0.5
537,2002-07-31,North Coast,0.4666666666666667
538,2002-08-31,North Coast,0.4666666666666667
539,2002-09-30,North Coast,0.4
540,2002-10-31,North Coast,0.4333333333333333
541,2002-11-30,North Coast,0.4
542,2002-12-31,North Coast,0.4
543,2003-01-31,North Coast,0.5
544,2003-02-28,North Coast,0.6666666666666667
545,2003-03-31,North Coast,0.6
546,2003-04-30,North Coast,0.6
547,2003-05-31,North Coast,0.6333333333333334
548,2003-06-30,North Coast,0.7333333333333334
549,2003-07-31,North Coast,0.7333333333333334
550,2003-08-31,North Coast,0.7333333333333334
551,2003-09-30,North Coast,0.7000000000000001
552,2003-10-31,North Coast,0.6333333333333334
553,2003-11-30,North Coast,0.6333333333333334
554,2003-12-31,North Coast,0.5666666666666668
555,2004-01-31,North Coast,0.6333333333333334
556,2004-02-29,North Coast,0.6333333333333334
557,2004-03-31,North Coast,0.8333333333333335
558,2004-04-30,North Coast,0.7333333333333334
559,2004-05-31,North Coast,0.6
560,2004-06-30,North Coast,0.6
561,2004-07-31,North Coast,0.5333333333333333
562,2004-08-31,North Coast,0.5333333333333333
563,2004-09-30,North Coast,0.5333333333333333
564,2004-10-31,North Coast,0.4666666666666667
565,2004-11-30,North Coast,0.4333333333333333
566,2004-12-31,North Coast,0.4333333333333333
567,2005-01-31,North Coast,0.4
568,2005-02-28,North Coast,0.3666666666666667
569,2005-03-31,North Coast,0.3333333333333333
570,2005-04-30,North Coast,0.3333333333333333
571,2005-05-31,North Coast,0.3666666666666667
572,2005-06-30,North Coast,0.5666666666666668
573,2005-07-31,North Coast,0.6
574,2005-08-31,North Coast,0.6333333333333334
575,2005-09-30,North Coast,0.6333333333333334
576,2005-10-31,North Coast,0.6666666666666667
577,2005-11-30,North Coast,0.6666666666666667
578,2005-12-31,North Coast,0.6333333333333334
579,2006-01-31,North Coast,0.9333333333333336
580,2006-02-28,North Coast,0.8333333333333335
581,2006-03-31,North Coast,0.8
582,2006-04-30,North Coast,0.7666666666666667
583,2006-05-31,North Coast,0.8666666666666667
584,2006-06-30,North Coast,0.8666666666666667
585,2006-07-31,North Coast,0.7666666666666667
586,2006-08-31,North Coast,0.7666666666666667
587,2006-09-30,North Coast,0.7333333333333334
588,2006-10-31,North Coast,0.7000000000000001
589,2006-11-30,North Coast,0.7333333333333334
590,2006-12-31,North Coast,0.7000000000000001
591,2007-01-31,North Coast,0.6666666666666667
592,2007-02-28,North Coast,0.6
593,2007-03-31,North Coast,0.6666666666666667
594,2007-04-30,North Coast,0.6333333333333334
595,2007-05-31,North Coast,0.5666666666666668
596,2007-06-30,North Coast,0.4666666666666667
597,2007-07-31,North Coast,0.4333333333333333
598,2007-08-31,North Coast,0.3666666666666667
599,2007-09-30,North Coast,0.3666666666666667
600,2007-10-31,North Coast,0.3666666666666667
601,2007-11-30,North Coast,0.4666666666666667
602,2007-12-31,North Coast,0.3666666666666667
603,2008-01-31,North Coast,0.3333333333333333
604,2008-02-29,North Coast,0.3
605,2008-03-31,North Coast,0.3
606,2008-04-30,North Coast,0.3
607,2008-05-31,North Coast,0.3
608,2008-06-30,North Coast,0.2666666666666666
609,2008-07-31,North Coast,0.2333333333333333
610,2008-08-31,North Coast,0.2333333333333333
611,2008-09-30,North Coast,0.2333333333333333
612,2008-10-31,North Coast,0.2333333333333333
613,2008-11-30,North Coast,0.2
614,2008-12-31,North Coast,0.2
615,2009-01-31,North Coast,0.2
616,2009-02-28,North Coast,0.1666666666666666
617,2009-03-31,North Coast,0.1666666666666666
618,2009-04-30,North Coast,0.1333333333333333
619,2009-05-31,North Coast,0.1666666666666666
620,2009-06-30,North Coast,0.1333333333333333
621,2009-07-31,North Coast,0.1333333333333333
622,2009-08-31,North Coast,0.1666666666666666
623,2009-09-30,North Coast,0.1666666666666666
624,2009-10-31,North Coast,0.1666666666666666
625,2009-11-30,North Coast,0.1666666666666666
626,2009-12-31,North Coast,0.1666666666666666
627,2010-01-31,North Coast,0.1666666666666666
628,2010-02-28,North Coast,0.2666666666666666
629,2010-03-31,North Coast,0.2666666666666666
