,date,HR_NAME,pctl_gwchange,pctl_gwchange_corr,pctl_gwelev,pctl_cumgwchange,pctl_cumgwchange_corr
512,2005-03-31,South Coast,0.75,0.8982035928143712,0.737468671679198,0.4893617021276595,0.4116766467065868
513,2005-09-30,South Coast,0.9047619047619048,0.997005988023952,0.8492424242424242,0.6890898812888637,0.7934131736526946
514,2006-03-31,South Coast,0.7307692307692307,0.8697604790419161,0.8333333333333334,0.7857142857142857,0.9273952095808384
515,2006-09-30,South Coast,0.5344827586206896,0.5538922155688623,0.8333333333333334,0.7894736842105263,0.93188622754491
516,2007-03-31,South Coast,0.2882985658409387,0.0898203592814371,0.6,0.6666666666666666,0.7597305389221557
517,2007-09-30,South Coast,0.2613871635610766,0.0553892215568862,0.5,0.5181878306878307,0.4790419161676646
518,2008-03-31,South Coast,0.4444444444444444,0.3727544910179641,0.5,0.4959016393442623,0.4191616766467065
519,2008-09-30,South Coast,0.5,0.4940119760479042,0.5,0.5,0.4401197604790419
520,2009-03-31,South Coast,0.4032258064516129,0.2732035928143712,0.4210526315789473,0.4193548387096774,0.2979041916167664
521,2009-09-30,South Coast,0.4444444444444444,0.3727544910179641,0.4,0.3846153846153846,0.2380239520958083
522,2010-03-31,South Coast,0.6666666666666666,0.7567365269461078,0.5,0.4347826086956521,0.3375748502994012
523,2010-09-30,South Coast,0.7204636091724825,0.8517964071856288,0.5333333333333333,0.4893424036281179,0.4101796407185629
524,2011-03-31,South Coast,0.7580645161290323,0.9094311377245508,0.8095238095238095,0.6923076923076923,0.8016467065868264
525,2011-09-30,South Coast,0.7407407407407407,0.8809880239520959,0.8571428571428571,0.7833333333333333,0.9251497005988024
526,2012-03-31,South Coast,0.5918367346938775,0.6407185628742516,0.7647058823529411,0.8064516129032258,0.9498502994011976
527,2012-09-30,South Coast,0.3559907834101382,0.1803892215568862,0.75,0.7391304347826086,0.8712574850299402
528,2013-03-31,South Coast,0.3194682675814751,0.1257485029940119,0.6,0.6722724703222159,0.7739520958083832
529,2013-09-30,South Coast,0.218070652173913,0.0239520958083832,0.5416666666666666,0.5714285714285714,0.5800898203592815
530,2014-03-31,South Coast,0.2410600255427841,0.0389221556886227,0.4230769230769231,0.5,0.4401197604790419
531,2014-09-30,South Coast,0.2752525252525252,0.0763473053892215,0.3939393939393939,0.4073371989295272,0.2754491017964072
532,2015-03-31,South Coast,0.375,0.2133233532934131,0.3333333333333333,0.375,0.2245508982035928
533,2015-09-30,South Coast,0.4210526315789473,0.3083832335329341,0.350383631713555,0.3478260869565217,0.1803892215568862
534,2016-03-31,South Coast,0.4234028683181225,0.3143712574850299,0.25,0.3043478260869565,0.1160179640718562
535,2016-09-30,South Coast,0.3809523809523809,0.2230538922155688,0.2307692307692307,0.2222222222222222,0.0359281437125748
536,2017-03-31,South Coast,0.7142857142857143,0.843562874251497,0.4166666666666667,0.3181818181818182,0.1362275449101796
537,2017-09-30,South Coast,0.6956521739130435,0.8068862275449101,0.3846153846153846,0.4090909090909091,0.2829341317365269
538,2018-03-31,South Coast,0.45,0.3899700598802395,0.3043478260869565,0.3478260869565217,0.1803892215568862
539,2018-09-30,South Coast,0.4444444444444444,0.3727544910179641,0.2941176470588235,0.2857142857142857,0.0988023952095808
540,2019-03-31,South Coast,0.696969696969697,0.811377245508982,0.4666666666666667,0.3636363636363636,0.1998502994011976
541,2019-09-30,South Coast,0.7916666666666666,0.940119760479042,0.5625,0.5185185185185185,0.4812874251497006
542,2020-03-31,South Coast,0.7,0.8226047904191617,0.6296296296296297,0.5714285714285714,0.5800898203592815
543,2020-09-30,South Coast,0.6530612244897959,0.7305389221556886,0.6666666666666666,0.6190476190476191,0.6639221556886228
544,2021-03-31,South Coast,0.4711431742508324,0.437125748502994,0.5384615384615384,0.6,0.6332335329341318
545,2021-09-30,South Coast,0.3478260869565217,0.1706586826347305,0.5,0.5,0.4401197604790419
546,2022-03-31,South Coast,0.4782608695652174,0.4476047904191617,0.4583333333333333,0.46875,0.3817365269461077
547,2022-09-30,South Coast,0.4838709677419355,0.4610778443113772,0.4285714285714285,0.4,0.2657185628742515
548,2023-03-31,South Coast,0.75,0.8982035928143712,0.75,0.5652173913043478,0.5673652694610778
549,2023-09-30,South Coast,0.8833333333333333,0.9925149700598802,0.8888888888888888,0.782608695652174,0.9229041916167664
550,2024-03-31,South Coast,0.7950819672131147,0.9446107784431138,0.4615384615384615,0.6430084745762712,0.7110778443113772
551,1990-03-31,South Lahontan,,,0.625,,
552,1990-09-30,South Lahontan,,,0.8125,,
553,1991-03-31,South Lahontan,0.490566037735849,0.467065868263473,0.6666666666666666,0.45,0.3577844311377245
554,1991-09-30,South Lahontan,0.5454545454545454,0.5673652694610778,0.65625,0.5,0.4401197604790419
555,1992-03-31,South Lahontan,0.5477272727272727,0.5726047904191617,0.6,0.5847701149425287,0.6032934131736527
556,1992-09-30,South Lahontan,0.5,0.4940119760479042,0.5577777777777778,0.5825757575757575,0.5958083832335329
557,1993-03-31,South Lahontan,0.6875,0.7844311377245509,0.75,0.6666666666666666,0.7597305389221557
558,1993-09-30,South Lahontan,0.8214465725806452,0.9610778443113772,0.7931034482758621,0.76,0.8967065868263473
559,1994-03-31,South Lahontan,0.5833333333333334,0.6294910179640718,0.696969696969697,0.6923076923076923,0.8016467065868264
560,1994-09-30,South Lahontan,0.3333333333333333,0.1482035928143712,0.6542119565217391,0.6585365853658537,0.7485029940119761
561,1995-03-31,South Lahontan,0.6923076923076923,0.7971556886227545,0.75,0.7169811320754716,0.8398203592814372
562,1995-09-30,South Lahontan,0.7777777777777778,0.9236526946107784,0.8076923076923077,0.8108108108108109,0.9550898203592816
563,1996-03-31,South Lahontan,0.5172413793103449,0.5239520958083832,0.75,0.75,0.8832335329341318
564,1996-09-30,South Lahontan,0.3131127450980392,0.1167664670658682,0.6875,0.7113237639553429,0.8278443113772455
565,1997-03-31,South Lahontan,0.3725490196078431,0.2065868263473053,0.625,0.6774193548387096,0.7844311377245509
566,1997-09-30,South Lahontan,0.375,0.2133233532934131,0.589572192513369,0.6073190789473684,0.6497005988023952
567,1998-03-31,South Lahontan,0.6804255319148936,0.7769461077844312,0.7,0.6436507936507937,0.7125748502994012
568,1998-09-30,South Lahontan,0.8,0.9498502994011976,0.8125,0.7540983606557377,0.8877245508982036
