,date,HR_NAME,stn_id,year,semester,Unnamed: 0_x,wlm_rpe,wlm_gse,gwe,gse_gwe,Unnamed: 0_y,latitude,longitude,gse,rpe,well_depth,index_right,OBJECTID,Shape__Are,Shape__Len,month,day,gwchange,pctl_gwchange,half_gwchange,cumgwchange,pctl_cumgwchange,pctl_gwelev,reporting,stat,pctl_gwchange_corr,pctl_cumgwchange_corr,reporting2
5,1990-03-31,San Francisco Bay,28622.0,1990.0,1.0,2292772.0,89.93,88.8,42.16,-25.78,39490.0,37.7648,-122.12,88.77,89.93,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,,,,,,0.15142857142857144,1.0,median,,,243
15,1990-09-30,San Francisco Bay,28822.0,1990.0,2.0,2330578.5,91.27,90.67,38.61,-29.6,39971.0,37.9632,-122.113,89.77,90.5,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,,,,,,0.17647058823529413,1.0,median,,,243
25,1991-03-31,San Francisco Bay,29062.5,1991.0,1.0,2293504.25,93.41,92.745,51.925,-23.6,39505.5,37.75205,-122.114695,91.089,91.7365,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,0.20000000000000018,0.5333333333333333,0.10000000000000009,0.10000000000000009,0.25,0.2142857142857143,1.0,median,0.5561377245508982,0.08308383233532934,236
35,1991-09-30,San Francisco Bay,29274.0,1991.0,2.0,2286126.0,99.555,99.305,52.760000000000005,-26.7,39355.0,37.7345,-122.10800499999999,99.15,99.48,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,0.10000000000000053,0.5,0.050000000000000266,0.1499999999999999,0.2413793103448276,0.2886904761904762,1.0,median,0.49925149700598803,0.0748502994011976,230
45,1992-03-31,San Francisco Bay,29062.5,1992.0,1.0,2313220.25,94.245,92.81,58.025,-20.299999999999997,39766.0,37.8427,-122.1105,92.104,92.60650000000001,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,1.3499999999999979,0.7000000000000001,0.6749999999999989,0.8999999999999986,0.28571428571428575,0.3651515151515152,1.0,median,0.8166167664670658,0.11302395209580839,222
55,1992-09-30,San Francisco Bay,29276.0,1992.0,2.0,2327667.0,103.6,102.85,62.7,-26.4,39927.0,37.9461,-122.10384,103.75,104.02,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,0.5,0.5666666666666668,0.25,0.9500000000000002,0.35294117647058826,0.29411764705882354,1.0,median,0.6107784431137725,0.18488023952095808,215
65,1993-03-31,San Francisco Bay,28618.0,1993.0,1.0,2287161.5,90.11500000000001,89.22,55.855000000000004,-18.5,39379.5,37.7446,-122.12633,89.1305,90.1,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,2.0499999999999994,0.7416666666666667,1.0249999999999997,1.9000000000000004,0.4,0.5683229813664596,1.0,median,0.8832335329341318,0.27020958083832336,240
75,1993-09-30,San Francisco Bay,28822.0,1993.0,2.0,2298766.5,103.38,102.68,61.25,-22.5,39605.0,37.7967,-122.12,103.18,103.6,204.5,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,1.800000000000006,0.7407308377896613,0.900000000000003,3.025000000000001,0.5666666666666668,0.5555555555555556,1.0,median,0.8787425149700598,0.5651197604790419,219
85,1994-03-31,San Francisco Bay,28620.0,1994.0,1.0,2283525.0,91.27,90.67,55.2,-19.0,39287.0,37.7297,-122.12,89.77,90.5,193.5,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,-0.9999999999999991,0.3333333333333333,-0.49999999999999956,1.7500000000000009,0.46291208791208793,0.3,1.0,median,0.15494011976047903,0.36976047904191617,231
95,1994-09-30,San Francisco Bay,29210.5,1994.0,2.0,2278510.5,98.82,98.07,55.485,-22.955,39184.5,37.7093,-122.10875,95.12,96.61500000000001,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,-0.9000000000000004,0.3457317073170732,-0.4500000000000002,1.5250000000000001,0.35294117647058826,0.4,1.0,median,0.17964071856287425,0.18488023952095808,224
105,1995-03-31,San Francisco Bay,28874.0,1995.0,1.0,2281149.0,99.555,99.305,61.870000000000005,-16.25,39248.5,37.72865,-122.114695,99.15,99.48,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,3.0999999999999996,0.8644067796610169,1.5499999999999998,3.25,0.6176470588235294,0.7456896551724137,1.0,median,0.9850299401197605,0.6511976047904192,220
115,1995-09-30,San Francisco Bay,29148.0,1995.0,2.0,2335733.0,114.23,112.73,71.35,-19.6,40037.0,37.9818,-122.10384,112.73,114.23,198.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,2.7250000000000014,0.7967967967967968,1.3625000000000007,4.274999999999998,0.7586206896551724,0.7142857142857143,1.0,median,0.9446107784431138,0.8832335329341318,199
125,1996-03-31,San Francisco Bay,31292.5,1996.0,1.0,2348782.5,122.715,121.715,81.995,-16.39,40270.5,38.0912,-122.111985,121.715,122.715,196.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,0.40000000000000013,0.5540584415584415,0.20000000000000007,4.649999999999999,0.7623529411764706,0.736231884057971,1.0,median,0.5808383233532934,0.8884730538922155,196
135,1996-09-30,San Francisco Bay,39708.0,1996.0,2.0,2335198.5,122.715,121.715,73.565,-22.2,40029.5,37.98065,-122.113245,121.715,122.715,204.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,0.1999999999999993,0.5285714285714286,0.09999999999999964,4.35,0.7692307692307692,0.7537037037037038,1.0,median,0.5449101796407185,0.9049401197604791,186
145,1997-03-31,San Francisco Bay,31293.5,1997.0,1.0,2339807.5,121.61,120.61500000000001,82.645,-18.98,40100.0,38.01115,-122.10342,120.61,121.61,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,-0.25,0.4406779661016949,-0.125,3.6999999999999993,0.6666666666666667,0.5714285714285715,1.0,median,0.36452095808383234,0.7529940119760479,190
155,1997-09-30,San Francisco Bay,39708.0,1997.0,2.0,2329110.5,126.025,125.17500000000001,75.86500000000001,-21.865,39949.0,37.95465,-122.07511,125.17500000000001,126.025,198.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,-0.5,0.41071428571428575,-0.25,3.55,0.625,0.6389655172413793,1.0,median,0.2874251497005988,0.6654191616766467,184
165,1998-03-31,San Francisco Bay,39709.0,1998.0,1.0,2331355.0,134.11,134.0,87.25999999999999,-17.52,39984.0,37.9691,-122.1101,134.0,134.2,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,1.9750000000000014,0.7623083131557707,0.9875000000000007,5.112499999999998,0.7666666666666667,0.8275862068965517,1.0,median,0.9086826347305389,0.8967065868263473,181
175,1998-09-30,San Francisco Bay,31293.0,1998.0,2.0,2336983.0,136.75,135.75,85.81,-23.9,40054.0,37.991,-122.1444,134.266,134.488,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,1.0249999999999995,0.6580946814728228,0.5124999999999997,4.65,0.8615900383141762,0.7833333333333334,1.0,median,0.7350299401197605,0.9700598802395209,177
185,1999-03-31,San Francisco Bay,31292.0,1999.0,1.0,2336982.0,136.75,135.75,86.11,-19.92,40054.0,37.991,-122.1101,134.266,134.488,191.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,-0.8250000000000002,0.3651515151515151,-0.4125000000000001,4.574999999999999,0.7666666666666667,0.6818181818181819,1.0,median,0.20059880239520958,0.8967065868263473,179
195,1999-09-30,San Francisco Bay,35623.0,1999.0,2.0,2357184.0,138.36,137.71,84.695,-27.65,40443.0,38.1785,-122.118195,135.988,136.349,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,9.0,30.0,-0.8000000000000007,0.3520833333333334,-0.40000000000000036,3.5250000000000026,0.7000000000000001,0.648529411764706,1.0,median,0.18712574850299402,0.7926646706586826,182
205,2000-03-31,San Francisco Bay,29279.0,2000.0,1.0,2331351.0,114.23,112.8,76.75,-21.8,39984.0,37.9691,-122.176,114.6,115.6,200.0,6.0,18.0,18813803191.07342,1019624.4816192364,3.0,31.0,0.5999999999999996,0.559322033898305,0.2999999999999998,3.8500000000000005,0.7333333333333334,0.7407407407407408,1.0,median,0.592814371257485,0.8398203592814372,211
